"ano","dia","hora"
2017,205,23
2017,206,0
2017,206,1
2017,206,2
2017,206,3
2017,206,4
2017,206,5
2017,206,6
2017,206,7
2017,206,8
2017,206,9
2017,206,10
2017,206,11
2017,206,12
2017,206,13
2017,206,14
2017,206,15
2017,206,16
2017,206,17
2017,206,18
2017,206,19
2017,206,20
2017,206,21
2017,206,22
2017,206,23
2017,207,0
2017,207,1
2017,207,2
2017,207,3
2017,207,4
2017,207,5
2017,207,6
2017,207,7
2017,207,8
2017,207,9
2017,207,10
2017,207,11
2017,207,12
2017,207,13
2017,207,14
2017,207,15
2017,207,16
2017,207,17
2017,207,18
2017,207,19
2017,207,20
2017,207,21
2017,207,22
2017,207,23
2017,208,0
2017,208,1
2017,208,2
2017,208,3
2017,208,4
2017,208,5
2017,208,6
2017,208,7
2017,208,8
2017,208,9
2017,208,10
2017,208,11
2017,208,12
2017,208,13
2017,208,14
2017,208,15
2017,208,16
2017,208,17
2017,208,18
2017,208,19
2017,208,20
2017,208,21
2017,208,22
2017,208,23
2017,209,0
2017,209,1
2017,209,2
2017,209,3
2017,209,4
2017,209,5
2017,209,6
2017,209,7
2017,209,8
2017,209,9
2017,209,10
2017,209,11
2017,209,12
2017,209,13
2017,209,14
2017,209,15
2017,209,16
2017,209,17
2017,209,18
2017,209,19
2017,209,20
2017,209,21
2017,209,22
2017,209,23
2017,210,0
2017,210,1
2017,210,2
2017,210,3
2017,210,4
2017,210,5
2017,210,6
2017,210,7
2017,210,8
2017,210,9
2017,210,10
2017,210,11
2017,210,12
2017,210,13
2017,210,14
2017,210,15
2017,210,16
2017,210,17
2017,210,18
2017,210,19
2017,210,20
2017,210,21
2017,210,22
2017,210,23
2017,211,0
2017,211,1
2017,211,2
2017,211,3
2017,211,4
2017,211,5
2017,211,6
2017,211,7
2017,211,8
2017,211,9
2017,211,10
2017,211,11
2017,211,12
2017,211,13
2017,211,14
2017,211,15
2017,211,16
2017,211,17
2017,211,18
2017,211,19
2017,211,20
2017,211,21
2017,211,22
2017,211,23
2017,212,0
2017,212,1
2017,212,2
2017,212,3
2017,212,4
2017,212,5
2017,212,6
2017,212,7
2017,212,8
2017,212,9
2017,212,10
2017,212,11
2017,212,12
2017,212,13
2017,212,14
2017,212,15
2017,212,16
2017,212,17
2017,212,18
2017,212,19
2017,212,20
2017,212,21
2017,212,22
2017,212,23
2017,213,0
2017,213,1
2017,213,2
2017,213,3
2017,213,4
2017,213,5
2017,213,6
2017,213,7
2017,213,8
2017,213,9
2017,213,10
2017,213,11
2017,213,12
2017,213,13
2017,213,14
2017,213,15
2017,213,16
2017,213,17
2017,213,18
2017,213,19
2017,213,20
2017,213,21
2017,213,22
2017,213,23
2017,214,0
2017,214,1
2017,214,2
2017,214,3
2017,214,4
2017,214,5
2017,214,6
2017,214,7
2017,214,8
2017,214,9
2017,214,10
2017,214,11
2017,214,12
2017,214,13
2017,214,14
2017,214,15
2017,214,16
2017,214,17
2017,214,18
2017,214,19
2017,214,20
2017,214,21
2017,214,22
2017,214,23
2017,215,0
2017,215,1
2017,215,2
2017,215,3
2017,215,4
2017,215,5
2017,215,6
2017,215,7
2017,215,8
2017,215,9
2017,215,10
2017,215,11
2017,215,12
2017,215,13
2017,215,14
2017,215,15
2017,215,16
2017,215,17
2017,215,18
2017,215,19
2017,215,20
2017,215,21
2017,215,22
